Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body Size,Pca Body Size,Functional_variable
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.029651,0.428571,0.428571,51,119,119,?a
?a  drug  Afatinib  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.019186,0.428571,0.428571,33,77,77,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.045349,0.428571,0.428571,78,182,182,?a
?a  sex  female   ,?a  comorbidity  Depression,0.130814,0.427757,0.427757,225,526,526,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  biomarker  ALK_Positive,0.062153,0.32,0.427481,56,175,131,?a
?a  drug  Afatinib   ,?a  biomarker  ALK_Positive,0.110988,0.301205,0.42735,100,332,234,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Cisplatin,0.02194,0.426966,0.426966,38,89,89,?a
?a  ageCategory  young  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.061047,0.426829,0.426829,105,246,246,?a
?a  ageCategory  old  ?a  comorbidity  Cardiopathy   ,?a  drug  Carboplatin,0.045035,0.42623,0.42623,78,183,183,?a
?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.083241,0.290698,0.426136,75,258,176,?a
?a  drug  Nivolumab   ,?a  comorbidity  Others,0.085465,0.426087,0.426087,147,345,345,?a
?a  biomarker  ALK_Positive   ,?a  comorbidity  Cardiopathy,0.070349,0.426056,0.426056,121,284,284,?a
?a  biomarker  ALK_Positive   ,?a  comorbidity  Others,0.070349,0.426056,0.426056,121,284,284,?a
?a  drug  Carboplatin   ,?a  comorbidity  Depression,0.087791,0.425352,0.425352,151,355,355,?a
?a  hasRelapse  Yes   ,?a  biomarker  ALK_Positive,0.153163,0.278226,0.424615,138,496,325,?a
?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Cardiopathy,0.062209,0.424603,0.424603,107,252,252,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.036794,0.294737,0.424242,28,95,66,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Depression   ,?a  drug  Afatinib,0.032333,0.424242,0.424242,56,132,132,?a
?a  ageCategory  old  ?a  drug  Carboplatin   ,?a  comorbidity  Diabetes_Mellitus,0.047093,0.424084,0.424084,81,191,191,?a
?a  drug  Vinorelbine   ,?a  comorbidity  Cardiopathy,0.087209,0.423729,0.423729,150,354,354,?a
?a  comorbidity  Others  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.065703,0.318471,0.423729,50,157,118,?a
?a  hasRelapse  No   ,?a  biomarker  EGFR_Positive,0.159822,0.285714,0.423529,144,504,340,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.047306,0.339623,0.423529,36,106,85,?a
?a  drug  Carboplatin  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.019186,0.423077,0.423077,33,78,78,?a
?a  comorbidity  Others  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.025404,0.423077,0.423077,44,104,104,?a
?a  ageCategory  young  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  CurrentSmoker,0.068331,0.329114,0.422764,52,158,123,?a
?a  sex  female   ,?a  biomarker  ALK_Positive,0.166482,0.285171,0.422535,150,526,355,?a
?a  drug  Carboplatin  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.039422,0.315789,0.422535,30,95,71,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  CurrentSmoker,0.039422,0.337079,0.422535,30,89,71,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.018476,0.421053,0.421053,32,76,76,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.025982,0.420561,0.420561,45,107,107,?a
?a  biomarker  ROS1_Positive   ,?a  comorbidity  Cardiopathy,0.076744,0.420382,0.420382,132,314,314,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.031755,0.419847,0.419847,55,131,131,?a
?a  drug  Carboplatin  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.023837,0.418367,0.418367,41,98,98,?a
?a  ageCategory  young  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.09067,0.30131,0.418182,69,229,165,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.073587,0.316384,0.41791,56,177,134,?a
?a  biomarker  ALK_Positive  ?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.032558,0.41791,0.41791,56,134,134,?a
?a  sex  male   ,?a  comorbidity  Diabetes_Mellitus,0.115116,0.417722,0.417722,198,474,474,?a
?a  drug  Afatinib  ?a  drug  Cisplatin   ,?a  comorbidity  Cardiopathy,0.019186,0.417722,0.417722,33,79,79,?a
?a  hasRelapse  Yes   ,?a  comorbidity  Diabetes_Mellitus,0.120349,0.417339,0.417339,207,496,496,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  ALK_Positive,0.117647,0.263027,0.417323,106,403,254,?a
?a  drug  Afatinib  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.032852,0.301205,0.416667,25,83,60,?a
?a  biomarker  EGFR_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.045992,0.327103,0.416667,35,107,84,?a
?a  comorbidity  Others  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.028868,0.416667,0.416667,50,120,120,?a
?a  ageCategory  old  ?a  sex  male   ,?a  drug  Carboplatin,0.05485,0.416667,0.416667,95,228,228,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Cardiopathy   ,?a  drug  Carboplatin,0.031755,0.416667,0.416667,55,132,132,?a
?a  comorbidity  Depression   ,?a  biomarker  ALK_Positive,0.146504,0.287582,0.416404,132,459,317,?a
?a  sex  female   ,?a  comorbidity  Cardiopathy,0.127326,0.41635,0.41635,219,526,526,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  drug  Carboplatin,0.058314,0.415638,0.415638,101,243,243,?a
?a  drug  Vinorelbine   ,?a  biomarker  ALK_Positive,0.106548,0.271186,0.415584,96,354,231,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.018476,0.415584,0.415584,32,77,77,?a
?a  ageCategory  old  ?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.062209,0.414729,0.414729,107,258,258,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.082786,0.307317,0.414474,63,205,152,?a
?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Others,0.060465,0.414343,0.414343,104,251,251,?a
?a  drug  Carboplatin  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.02093,0.413793,0.413793,36,87,87,?a
?a  comorbidity  Depression  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.027714,0.413793,0.413793,48,116,116,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.072273,0.302198,0.413534,55,182,133,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Cardiopathy,0.030233,0.412698,0.412698,52,126,126,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.045992,0.330189,0.411765,35,106,85,?a
?a  biomarker  ALK_Positive  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  NonSmoker,0.027595,0.283784,0.411765,21,74,51,?a
?a  hasRelapse  No  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.032558,0.411765,0.411765,56,136,136,?a
?a  ageCategory  old   ,?a  comorbidity  Diabetes_Mellitus,0.116279,0.411523,0.411523,200,486,486,?a
?a  sex  male   ,?a  comorbidity  Cardiopathy,0.113372,0.411392,0.411392,195,474,474,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.017321,0.410959,0.410959,30,73,73,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.04205,0.299065,0.410256,32,107,78,?a
?a  drug  Vinorelbine  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.019767,0.409639,0.409639,34,83,83,?a
?a  comorbidity  Depression  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.061761,0.301282,0.408696,47,156,115,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.023095,0.408163,0.408163,40,98,98,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.018023,0.407895,0.407895,31,76,76,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  drug  Carboplatin,0.038106,0.407407,0.407407,66,162,162,?a
?a  sex  male  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.026559,0.40708,0.40708,46,113,113,?a
?a  smokingHabit  NonSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.061047,0.406977,0.406977,105,258,258,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.020208,0.406977,0.406977,35,86,86,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  drug  Carboplatin,0.049076,0.406699,0.406699,85,209,209,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.068331,0.297143,0.40625,52,175,128,?a
?a  drug  Carboplatin   ,?a  comorbidity  Diabetes_Mellitus,0.083721,0.405634,0.405634,144,355,355,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  NonSmoker,0.059133,0.3,0.405405,45,150,111,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Carboplatin,0.025982,0.405405,0.405405,45,111,111,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  drug  Carboplatin,0.035797,0.405229,0.405229,62,153,153,?a
?a  drug  Vinorelbine  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.061761,0.283133,0.405172,47,166,116,?a
?a  ageCategory  old  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Carboplatin,0.046767,0.405,0.405,81,200,200,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.028291,0.404959,0.404959,49,121,121,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.0306,0.40458,0.40458,53,131,131,?a
?a  biomarker  EGFR_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Carboplatin,0.020785,0.404494,0.404494,36,89,89,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  drug  Nivolumab,0.05254,0.404444,0.404444,91,225,225,?a
?a  comorbidity  Diabetes_Mellitus  ?a  comorbidity  Others   ,?a  drug  Cisplatin,0.031755,0.404412,0.404412,55,136,136,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  drug  Cisplatin,0.031755,0.404412,0.404412,55,136,136,?a
?a  drug  Cisplatin  ?a  smokingHabit  NonSmoker   ,?a  comorbidity  Cardiopathy,0.023256,0.40404,0.40404,40,99,99,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  drug  Carboplatin,0.036374,0.403846,0.403846,63,156,156,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  drug  Carboplatin,0.050808,0.40367,0.40367,88,218,218,?a
?a  comorbidity  Others   ,?a  biomarker  ALK_Positive,0.134295,0.272523,0.403333,121,444,300,?a
?a  drug  Nivolumab   ,?a  comorbidity  Cardiopathy,0.080814,0.402899,0.402899,139,345,345,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Cisplatin,0.016744,0.402778,0.402778,29,72,72,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  drug  Carboplatin,0.034642,0.402685,0.402685,60,149,149,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  drug  Carboplatin,0.029446,0.401575,0.401575,51,127,127,?a
?a  hasRelapse  No  ?a  smokingHabit  NonSmoker   ,?a  drug  Vinorelbine,0.0306,0.401515,0.401515,53,132,132,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  drug  Nivolumab,0.040993,0.40113,0.40113,71,177,177,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  drug  Vinorelbine,0.040993,0.40113,0.40113,71,177,177,?a
?a  biomarker  ALK_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.034166,0.26,0.4,26,100,65,?a
?a  ageCategory  young  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.057819,0.278481,0.4,44,158,110,?a
?a  biomarker  EGFR_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.039422,0.285714,0.4,30,105,75,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.023095,0.4,0.4,40,100,100,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.017321,0.4,0.4,30,75,75,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.050231,0.399083,0.399083,87,218,218,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Cisplatin,0.046767,0.399015,0.399015,81,203,203,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.031755,0.398551,0.398551,55,138,138,?a
?a  sex  female  ?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.028291,0.398374,0.398374,49,123,123,?a
?a  biomarker  ROS1_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.043364,0.297297,0.39759,33,111,83,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.036047,0.397436,0.397436,62,156,156,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Carboplatin,0.032333,0.397163,0.397163,56,141,141,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.068331,0.27957,0.396947,52,186,131,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  drug  Carboplatin,0.030023,0.396947,0.396947,52,131,131,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  drug  Carboplatin,0.056582,0.396761,0.396761,98,247,247,?a
?a  ageCategory  young  ?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.027907,0.396694,0.396694,48,121,121,?a
?a  ageCategory  young  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.057819,0.268293,0.396396,44,164,111,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.057819,0.309859,0.396396,44,142,111,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.057819,0.295302,0.396396,44,149,111,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  Yes   ,?a  drug  Carboplatin,0.036374,0.396226,0.396226,63,159,159,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.047344,0.396135,0.396135,82,207,207,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.047306,0.297521,0.395604,36,121,91,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.069645,0.30814,0.395522,53,172,134,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.028291,0.395161,0.395161,49,124,124,?a
?a  comorbidity  Depression  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.027136,0.394958,0.394958,47,119,119,?a
?a  ageCategory  young   ,?a  comorbidity  Diabetes_Mellitus,0.118023,0.394942,0.394942,203,514,514,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.039422,0.30303,0.394737,30,99,76,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.017321,0.394737,0.394737,30,76,76,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Depression   ,?a  drug  Cisplatin,0.030023,0.393939,0.393939,52,132,132,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Depression   ,?a  drug  Nivolumab,0.030023,0.393939,0.393939,52,132,132,?a
?a  biomarker  ALK_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.031537,0.272727,0.393443,24,88,61,?a
?a  biomarker  ROS1_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.045992,0.301724,0.393258,35,116,89,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.020208,0.393258,0.393258,35,89,89,?a
?a  comorbidity  Depression  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.051963,0.393013,0.393013,90,229,229,?a
?a  ageCategory  old   ,?a  drug  Carboplatin,0.110277,0.393004,0.393004,191,486,486,?a
?a  comorbidity  Others  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.025404,0.392857,0.392857,44,112,112,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  drug  Vinorelbine,0.049654,0.392694,0.392694,86,219,219,?a
?a  sex  male  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.0306,0.392593,0.392593,53,135,135,?a
?a  drug  Cisplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.064389,0.276836,0.392,49,177,125,?a
?a  smokingHabit  CurrentSmoker   ,?a  biomarker  ALK_Positive,0.074362,0.266932,0.391813,67,251,171,?a
?a  ageCategory  old   ,?a  biomarker  ALK_Positive,0.142064,0.263374,0.391437,128,486,327,?a
?a  comorbidity  Cardiopathy  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.059133,0.3,0.391304,45,150,115,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  drug  Vinorelbine,0.050808,0.391111,0.391111,88,225,225,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  drug  Vinorelbine,0.035219,0.391026,0.391026,61,156,156,?a
?a  sex  female  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.030023,0.390977,0.390977,52,133,133,?a
?a  comorbidity  Depression  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.024827,0.390909,0.390909,43,110,110,?a
?a  smokingHabit  CurrentSmoker   ,?a  comorbidity  Cardiopathy,0.056977,0.390438,0.390438,98,251,251,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.04205,0.288288,0.390244,32,111,82,?a
?a  biomarker  ALK_Positive  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.051248,0.291045,0.39,39,134,100,?a
?a  sex  female   ,?a  comorbidity  Diabetes_Mellitus,0.119186,0.389734,0.389734,205,526,526,?a
?a  hasRelapse  No  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Vinorelbine,0.0306,0.389706,0.389706,53,136,136,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Vinorelbine,0.017321,0.38961,0.38961,30,77,77,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  drug  Vinorelbine,0.029446,0.389313,0.389313,51,131,131,?a
?a  hasRelapse  No   ,?a  comorbidity  Diabetes_Mellitus,0.113953,0.388889,0.388889,196,504,504,?a
?a  smokingHabit  PreviousSmoker   ,?a  comorbidity  Diabetes_Mellitus,0.056977,0.388889,0.388889,98,252,252,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  drug  Afatinib,0.05254,0.388889,0.388889,91,234,234,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.028291,0.388889,0.388889,49,126,126,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  drug  Cisplatin,0.044457,0.388889,0.388889,77,198,198,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.036374,0.388889,0.388889,63,162,162,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.032333,0.388889,0.388889,56,144,144,?a
?a  comorbidity  Cardiopathy  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.052562,0.298507,0.38835,40,134,103,?a
?a  comorbidity  Cardiopathy  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.052562,0.298507,0.38835,40,134,103,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  drug  Carboplatin,0.04388,0.387755,0.387755,76,196,196,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  drug  Cisplatin,0.050808,0.387665,0.387665,88,227,227,?a
?a  smokingHabit  NonSmoker   ,?a  comorbidity  Cardiopathy,0.05814,0.387597,0.387597,100,258,258,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Vinorelbine,0.057737,0.387597,0.387597,100,258,258,?a
?a  drug  Cisplatin   ,?a  comorbidity  Cardiopathy,0.077907,0.387283,0.387283,134,346,346,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.031537,0.272727,0.387097,24,88,62,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.02093,0.387097,0.387097,36,93,93,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.023837,0.386792,0.386792,41,106,106,?a
?a  ageCategory  young  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.067017,0.28022,0.386364,51,182,132,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.029446,0.386364,0.386364,51,132,132,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  drug  Afatinib,0.047921,0.386047,0.386047,83,215,215,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.057819,0.289474,0.385965,44,152,114,?a
?a  ageCategory  young  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.028291,0.385827,0.385827,49,127,127,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.055191,0.270968,0.385321,42,155,109,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  drug  Vinorelbine,0.057159,0.385214,0.385214,99,257,257,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.072273,0.289474,0.384615,55,190,143,?a
?a  ageCategory  young  ?a  sex  female   ,?a  drug  Vinorelbine,0.059469,0.384328,0.384328,103,268,268,?a
?a  ageCategory  young  ?a  comorbidity  Others   ,?a  drug  Cisplatin,0.050808,0.384279,0.384279,88,229,229,?a
?a  ageCategory  young  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.050808,0.384279,0.384279,88,229,229,?a
?a  drug  Vinorelbine   ,?a  comorbidity  Diabetes_Mellitus,0.07907,0.384181,0.384181,136,354,354,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  drug  Afatinib,0.036374,0.384146,0.384146,63,164,164,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.057159,0.383721,0.383721,99,258,258,?a
?a  biomarker  ALK_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Nivolumab,0.016166,0.383562,0.383562,28,73,73,?a
?a  biomarker  ALK_Positive  ?a  biomarker  ROS1_Positive   ,?a  drug  Vinorelbine,0.016166,0.383562,0.383562,28,73,73,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  drug  Carboplatin,0.048499,0.383562,0.383562,84,219,219,?a
?a  comorbidity  Others  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.053876,0.277027,0.383178,41,148,107,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  comorbidity  Diabetes_Mellitus,0.023837,0.383178,0.383178,41,107,107,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.047306,0.297521,0.382979,36,121,94,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.064389,0.291667,0.382813,49,168,128,?a
?a  comorbidity  Diabetes_Mellitus  ?a  comorbidity  Others   ,?a  drug  Vinorelbine,0.030023,0.382353,0.382353,52,136,136,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  drug  Carboplatin,0.030023,0.382353,0.382353,52,136,136,?a
?a  biomarker  ROS1_Positive   ,?a  comorbidity  Diabetes_Mellitus,0.069767,0.382166,0.382166,120,314,314,?a
?a  ageCategory  young  ?a  sex  male   ,?a  drug  Cisplatin,0.054273,0.382114,0.382114,94,246,246,?a
?a  comorbidity  Depression  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.024249,0.381818,0.381818,42,110,110,?a
?a  biomarker  ALK_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.038108,0.292929,0.381579,29,99,76,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  drug  Vinorelbine,0.050231,0.381579,0.381579,87,228,228,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Carboplatin,0.016744,0.381579,0.381579,29,76,76,?a
?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.122208,0.28012,0.381148,93,332,244,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.073587,0.287179,0.380952,56,195,147,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.088042,0.286325,0.380682,67,234,176,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Cisplatin,0.024827,0.380531,0.380531,43,113,113,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  female   ,?a  drug  Carboplatin,0.045035,0.380488,0.380488,78,205,205,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  drug  Cisplatin,0.051386,0.380342,0.380342,89,234,234,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  drug  Vinorelbine,0.031178,0.380282,0.380282,54,142,142,?a
?a  drug  Nivolumab   ,?a  comorbidity  Diabetes_Mellitus,0.076163,0.37971,0.37971,131,345,345,?a
